景点名,等级,地址,介绍,热度,价格,月销量,经度,纬度
金穗园温泉,3A,福建省厦门市同安区洪塘镇洪塘路398号,独具盛唐新风，是福建第一个火山温泉,0.0,54,46,118.20363093852522,24.720699638496416
重庆天赐华汤森林温泉酒店,,重庆市壁山县温泉路8号（邻近金剑山森林公园）,综合性森林温泉旅游度假中心,0.0,30,46,106.24723760020179,29.585350916954035
惠州富力岭南花园温泉度假山庄,,广东省惠州市永汉镇富力南昆山温泉养生谷1号,"挥别繁忙都市,乐于山林清逸之中",0.0,59.92,46,114.01528537402821,23.587615698082097
丽江九色玫瑰小镇,,云南省丽江市古城区金龙村（丽江三义机场3公里）,由九个民族聚居形成的村落,0.0,70,46,100.22636068862175,26.85150637361325
三峡大坝,,湖北省宜昌市三峡坝区,体验乘坐“水上电梯”的感受,0.0,68,46,110.28561431895433,30.169744699961242
重庆幻太奇海洋世界,,重庆市九龙坡区奥体1号小时代梦想艺术乐园广场穹顶入口,海洋生物、陆地萌宠动物展示、海洋动物表演,0.0,89,46,106.56961042337535,29.585430488915634
安昌古镇,3A,浙江省绍兴市绍兴县,碧水贯街千万居，彩虹跨河十七桥,0.82,25,46,120.57245059655749,29.96878898250541
棒棰岛,4A,辽宁省大连市中山区迎宾路1号,青松绿树，海滨浴场碧波银浪，金沙闪烁,0.76,28,46,121.7110259657571,38.89528569897004
新泰莲花山,4A,山东省泰安新泰市迈莱河路北首与莲花路交接处,自然景色变幻无穷，让人心旷神怡,0.7,40,46,117.61301622045745,35.895810235110126
石鼓书院,3A,湖南省衡阳市石鼓区湘江北路,帆影点点，渔歌唱晚，石鼓江山锦绣华,0.0,18.8,46,112.62087577787274,26.910202130684084
金华动物园,,浙江省金华市婺城区安地镇仙源大道1号,专业性动物园,0.0,67,46,119.65124277101701,28.979379272880774
塔云山,4A,陕西省商洛市镇安县前街100号,远眺，塔云山、舍尸崖、金顶均收眼底,0.0,88,46,109.15915593589057,33.42911013082733
洈水风景区,3A,湖北省松滋市西南部,融山、水、洞、林、泉于一体,0.7,29.9,46,111.69620454012002,30.105224314496386
防川风景区,4A,吉林省延边州珲春市敬信镇防川村,眼看三疆山川风貌，耳听三国鸡鸣狗吠,0.7,70,46,130.4837996167581,42.65245907374905
博鳌亚洲论坛成立会址,,海南省琼海市博鳌镇金海岸大道1号,承载着亚洲的文化，也承载着世界的文化,0.76,38,46,110.59298729058115,19.16544405326072
金穗园温泉,3A,福建省厦门市同安区洪塘镇洪塘路398号,独具盛唐新风，是福建第一个火山温泉,0.0,54,46,118.20363093852522,24.720699638496416
重庆天赐华汤森林温泉酒店,,重庆市壁山县温泉路8号（邻近金剑山森林公园）,综合性森林温泉旅游度假中心,0.0,30,46,106.24723760020179,29.585350916954035
惠州富力岭南花园温泉度假山庄,,广东省惠州市永汉镇富力南昆山温泉养生谷1号,"挥别繁忙都市,乐于山林清逸之中",0.0,59.92,46,114.01528537402821,23.587615698082097
丽江九色玫瑰小镇,,云南省丽江市古城区金龙村（丽江三义机场3公里）,由九个民族聚居形成的村落,0.0,70,46,100.22636068862175,26.85150637361325
三峡大坝,,湖北省宜昌市三峡坝区,体验乘坐“水上电梯”的感受,0.0,68,46,110.28561431895433,30.169744699961242
重庆幻太奇海洋世界,,重庆市九龙坡区奥体1号小时代梦想艺术乐园广场穹顶入口,海洋生物、陆地萌宠动物展示、海洋动物表演,0.0,89,46,106.56961042337535,29.585430488915634
安昌古镇,3A,浙江省绍兴市绍兴县,碧水贯街千万居，彩虹跨河十七桥,0.82,25,46,120.57245059655749,29.96878898250541
棒棰岛,4A,辽宁省大连市中山区迎宾路1号,青松绿树，海滨浴场碧波银浪，金沙闪烁,0.76,28,46,121.7110259657571,38.89528569897004
新泰莲花山,4A,山东省泰安新泰市迈莱河路北首与莲花路交接处,自然景色变幻无穷，让人心旷神怡,0.7,40,46,117.61301622045745,35.895810235110126
石鼓书院,3A,湖南省衡阳市石鼓区湘江北路,帆影点点，渔歌唱晚，石鼓江山锦绣华,0.0,18.8,46,112.62087577787274,26.910202130684084
金华动物园,,浙江省金华市婺城区安地镇仙源大道1号,专业性动物园,0.0,67,46,119.65124277101701,28.979379272880774
塔云山,4A,陕西省商洛市镇安县前街100号,远眺，塔云山、舍尸崖、金顶均收眼底,0.0,88,46,109.15915593589057,33.42911013082733
洈水风景区,3A,湖北省松滋市西南部,融山、水、洞、林、泉于一体,0.7,29.9,46,111.69620454012002,30.105224314496386
防川风景区,4A,吉林省延边州珲春市敬信镇防川村,眼看三疆山川风貌，耳听三国鸡鸣狗吠,0.7,70,46,130.4837996167581,42.65245907374905
博鳌亚洲论坛成立会址,,海南省琼海市博鳌镇金海岸大道1号,承载着亚洲的文化，也承载着世界的文化,0.76,38,46,110.59298729058115,19.16544405326072
金穗园温泉,3A,福建省厦门市同安区洪塘镇洪塘路398号,独具盛唐新风，是福建第一个火山温泉,0.0,54,46,118.20363093852522,24.720699638496416
重庆天赐华汤森林温泉酒店,,重庆市壁山县温泉路8号（邻近金剑山森林公园）,综合性森林温泉旅游度假中心,0.0,30,46,106.24723760020179,29.585350916954035
惠州富力岭南花园温泉度假山庄,,广东省惠州市永汉镇富力南昆山温泉养生谷1号,"挥别繁忙都市,乐于山林清逸之中",0.0,59.92,46,114.01528537402821,23.587615698082097
丽江九色玫瑰小镇,,云南省丽江市古城区金龙村（丽江三义机场3公里）,由九个民族聚居形成的村落,0.0,70,46,100.22636068862175,26.85150637361325
三峡大坝,,湖北省宜昌市三峡坝区,体验乘坐“水上电梯”的感受,0.0,68,46,110.28561431895433,30.169744699961242
重庆幻太奇海洋世界,,重庆市九龙坡区奥体1号小时代梦想艺术乐园广场穹顶入口,海洋生物、陆地萌宠动物展示、海洋动物表演,0.0,89,46,106.56961042337535,29.585430488915634
安昌古镇,3A,浙江省绍兴市绍兴县,碧水贯街千万居，彩虹跨河十七桥,0.82,25,46,120.57245059655749,29.96878898250541
棒棰岛,4A,辽宁省大连市中山区迎宾路1号,青松绿树，海滨浴场碧波银浪，金沙闪烁,0.76,28,46,121.7110259657571,38.89528569897004
新泰莲花山,4A,山东省泰安新泰市迈莱河路北首与莲花路交接处,自然景色变幻无穷，让人心旷神怡,0.7,40,46,117.61301622045745,35.895810235110126
石鼓书院,3A,湖南省衡阳市石鼓区湘江北路,帆影点点，渔歌唱晚，石鼓江山锦绣华,0.0,18.8,46,112.62087577787274,26.910202130684084
金华动物园,,浙江省金华市婺城区安地镇仙源大道1号,专业性动物园,0.0,67,46,119.65124277101701,28.979379272880774
塔云山,4A,陕西省商洛市镇安县前街100号,远眺，塔云山、舍尸崖、金顶均收眼底,0.0,88,46,109.15915593589057,33.42911013082733
洈水风景区,3A,湖北省松滋市西南部,融山、水、洞、林、泉于一体,0.7,29.9,46,111.69620454012002,30.105224314496386
防川风景区,4A,吉林省延边州珲春市敬信镇防川村,眼看三疆山川风貌，耳听三国鸡鸣狗吠,0.7,70,46,130.4837996167581,42.65245907374905
博鳌亚洲论坛成立会址,,海南省琼海市博鳌镇金海岸大道1号,承载着亚洲的文化，也承载着世界的文化,0.76,38,46,110.59298729058115,19.16544405326072
金穗园温泉,3A,福建省厦门市同安区洪塘镇洪塘路398号,独具盛唐新风，是福建第一个火山温泉,0.0,54,46,118.20363093852522,24.720699638496416
重庆天赐华汤森林温泉酒店,,重庆市壁山县温泉路8号（邻近金剑山森林公园）,综合性森林温泉旅游度假中心,0.0,30,46,106.24723760020179,29.585350916954035
惠州富力岭南花园温泉度假山庄,,广东省惠州市永汉镇富力南昆山温泉养生谷1号,"挥别繁忙都市,乐于山林清逸之中",0.0,59.92,46,114.01528537402821,23.587615698082097
丽江九色玫瑰小镇,,云南省丽江市古城区金龙村（丽江三义机场3公里）,由九个民族聚居形成的村落,0.0,70,46,100.22636068862175,26.85150637361325
三峡大坝,,湖北省宜昌市三峡坝区,体验乘坐“水上电梯”的感受,0.0,68,46,110.28561431895433,30.169744699961242
重庆幻太奇海洋世界,,重庆市九龙坡区奥体1号小时代梦想艺术乐园广场穹顶入口,海洋生物、陆地萌宠动物展示、海洋动物表演,0.0,89,46,106.56961042337535,29.585430488915634
安昌古镇,3A,浙江省绍兴市绍兴县,碧水贯街千万居，彩虹跨河十七桥,0.82,25,46,120.57245059655749,29.96878898250541
棒棰岛,4A,辽宁省大连市中山区迎宾路1号,青松绿树，海滨浴场碧波银浪，金沙闪烁,0.76,28,46,121.7110259657571,38.89528569897004
新泰莲花山,4A,山东省泰安新泰市迈莱河路北首与莲花路交接处,自然景色变幻无穷，让人心旷神怡,0.7,40,46,117.61301622045745,35.895810235110126
石鼓书院,3A,湖南省衡阳市石鼓区湘江北路,帆影点点，渔歌唱晚，石鼓江山锦绣华,0.0,18.8,46,112.62087577787274,26.910202130684084
金华动物园,,浙江省金华市婺城区安地镇仙源大道1号,专业性动物园,0.0,67,46,119.65124277101701,28.979379272880774
塔云山,4A,陕西省商洛市镇安县前街100号,远眺，塔云山、舍尸崖、金顶均收眼底,0.0,88,46,109.15915593589057,33.42911013082733
洈水风景区,3A,湖北省松滋市西南部,融山、水、洞、林、泉于一体,0.7,29.9,46,111.69620454012002,30.105224314496386
防川风景区,4A,吉林省延边州珲春市敬信镇防川村,眼看三疆山川风貌，耳听三国鸡鸣狗吠,0.7,70,46,130.4837996167581,42.65245907374905
博鳌亚洲论坛成立会址,,海南省琼海市博鳌镇金海岸大道1号,承载着亚洲的文化，也承载着世界的文化,0.76,38,46,110.59298729058115,19.16544405326072
金穗园温泉,3A,福建省厦门市同安区洪塘镇洪塘路398号,独具盛唐新风，是福建第一个火山温泉,0.0,54,46,118.20363093852522,24.720699638496416
重庆天赐华汤森林温泉酒店,,重庆市壁山县温泉路8号（邻近金剑山森林公园）,综合性森林温泉旅游度假中心,0.0,30,46,106.24723760020179,29.585350916954035
惠州富力岭南花园温泉度假山庄,,广东省惠州市永汉镇富力南昆山温泉养生谷1号,"挥别繁忙都市,乐于山林清逸之中",0.0,59.92,46,114.01528537402821,23.587615698082097
丽江九色玫瑰小镇,,云南省丽江市古城区金龙村（丽江三义机场3公里）,由九个民族聚居形成的村落,0.0,70,46,100.22636068862175,26.85150637361325
三峡大坝,,湖北省宜昌市三峡坝区,体验乘坐“水上电梯”的感受,0.0,68,46,110.28561431895433,30.169744699961242
重庆幻太奇海洋世界,,重庆市九龙坡区奥体1号小时代梦想艺术乐园广场穹顶入口,海洋生物、陆地萌宠动物展示、海洋动物表演,0.0,89,46,106.56961042337535,29.585430488915634
安昌古镇,3A,浙江省绍兴市绍兴县,碧水贯街千万居，彩虹跨河十七桥,0.82,25,46,120.57245059655749,29.96878898250541
棒棰岛,4A,辽宁省大连市中山区迎宾路1号,青松绿树，海滨浴场碧波银浪，金沙闪烁,0.76,28,46,121.7110259657571,38.89528569897004
新泰莲花山,4A,山东省泰安新泰市迈莱河路北首与莲花路交接处,自然景色变幻无穷，让人心旷神怡,0.7,40,46,117.61301622045745,35.895810235110126
石鼓书院,3A,湖南省衡阳市石鼓区湘江北路,帆影点点，渔歌唱晚，石鼓江山锦绣华,0.0,18.8,46,112.62087577787274,26.910202130684084
金华动物园,,浙江省金华市婺城区安地镇仙源大道1号,专业性动物园,0.0,67,46,119.65124277101701,28.979379272880774
塔云山,4A,陕西省商洛市镇安县前街100号,远眺，塔云山、舍尸崖、金顶均收眼底,0.0,88,46,109.15915593589057,33.42911013082733
黄仙洞景区,4A,湖北省荆门钟祥市大洪山风景区内,被誉为世界溶洞之一绝,0.8,67.8,46,112.96366557615889,31.419680722180168
八仙山自然保护区,3A,天津市蓟县下营镇小港村南,丛林深谷、玉障清溪、林海波涛，物种丰富,0.72,39,46,117.56304137693145,40.16323657100824
博鳌亚洲论坛成立会址,,海南省琼海市博鳌镇金海岸大道1号,承载着亚洲的文化，也承载着世界的文化,0.76,38,46,110.59298729058115,19.16544405326072
金穗园温泉,3A,福建省厦门市同安区洪塘镇洪塘路398号,独具盛唐新风，是福建第一个火山温泉,0.0,54,46,118.20363093852522,24.720699638496416
重庆天赐华汤森林温泉酒店,,重庆市壁山县温泉路8号（邻近金剑山森林公园）,综合性森林温泉旅游度假中心,0.0,30,46,106.24723760020179,29.585350916954035
惠州富力岭南花园温泉度假山庄,,广东省惠州市永汉镇富力南昆山温泉养生谷1号,"挥别繁忙都市,乐于山林清逸之中",0.0,59.92,46,114.01528537402821,23.587615698082097
丽江九色玫瑰小镇,,云南省丽江市古城区金龙村（丽江三义机场3公里）,由九个民族聚居形成的村落,0.0,70,46,100.22636068862175,26.85150637361325
三峡大坝,,湖北省宜昌市三峡坝区,体验乘坐“水上电梯”的感受,0.0,68,46,110.28561431895433,30.169744699961242
重庆幻太奇海洋世界,,重庆市九龙坡区奥体1号小时代梦想艺术乐园广场穹顶入口,海洋生物、陆地萌宠动物展示、海洋动物表演,0.0,89,46,106.56961042337535,29.585430488915634
棒棰岛,4A,辽宁省大连市中山区迎宾路1号,青松绿树，海滨浴场碧波银浪，金沙闪烁,0.76,28,46,121.7110259657571,38.89528569897004
新泰莲花山,4A,山东省泰安新泰市迈莱河路北首与莲花路交接处,自然景色变幻无穷，让人心旷神怡,0.7,40,46,117.61301622045745,35.895810235110126
安昌古镇,3A,浙江省绍兴市绍兴县,碧水贯街千万居，彩虹跨河十七桥,0.82,25,46,120.57245059655749,29.96878898250541
石鼓书院,3A,湖南省衡阳市石鼓区湘江北路,帆影点点，渔歌唱晚，石鼓江山锦绣华,0.0,18.8,46,112.62087577787274,26.910202130684084
金华动物园,,浙江省金华市婺城区安地镇仙源大道1号,专业性动物园,0.0,67,46,119.65124277101701,28.979379272880774
塔云山,4A,陕西省商洛市镇安县前街100号,远眺，塔云山、舍尸崖、金顶均收眼底,0.0,88,46,109.15915593589057,33.42911013082733
洈水风景区,3A,湖北省松滋市西南部,融山、水、洞、林、泉于一体,0.7,29.9,46,111.69620454012002,30.105224314496386
防川风景区,4A,吉林省延边州珲春市敬信镇防川村,眼看三疆山川风貌，耳听三国鸡鸣狗吠,0.7,70,46,130.4837996167581,42.65245907374905
博鳌亚洲论坛成立会址,,海南省琼海市博鳌镇金海岸大道1号,承载着亚洲的文化，也承载着世界的文化,0.76,38,46,110.59298729058115,19.16544405326072
金穗园温泉,3A,福建省厦门市同安区洪塘镇洪塘路398号,独具盛唐新风，是福建第一个火山温泉,0.0,54,46,118.20363093852522,24.720699638496416
重庆天赐华汤森林温泉酒店,,重庆市壁山县温泉路8号（邻近金剑山森林公园）,综合性森林温泉旅游度假中心,0.0,30,46,106.24723760020179,29.585350916954035
惠州富力岭南花园温泉度假山庄,,广东省惠州市永汉镇富力南昆山温泉养生谷1号,"挥别繁忙都市,乐于山林清逸之中",0.0,59.92,46,114.01528537402821,23.587615698082097
丽江九色玫瑰小镇,,云南省丽江市古城区金龙村（丽江三义机场3公里）,由九个民族聚居形成的村落,0.0,70,46,100.22636068862175,26.85150637361325
三峡大坝,,湖北省宜昌市三峡坝区,体验乘坐“水上电梯”的感受,0.0,68,46,110.28561431895433,30.169744699961242
重庆幻太奇海洋世界,,重庆市九龙坡区奥体1号小时代梦想艺术乐园广场穹顶入口,海洋生物、陆地萌宠动物展示、海洋动物表演,0.0,89,46,106.56961042337535,29.585430488915634
安昌古镇,3A,浙江省绍兴市绍兴县,碧水贯街千万居，彩虹跨河十七桥,0.82,25,46,120.57245059655749,29.96878898250541
棒棰岛,4A,辽宁省大连市中山区迎宾路1号,青松绿树，海滨浴场碧波银浪，金沙闪烁,0.76,28,46,121.7110259657571,38.89528569897004
新泰莲花山,4A,山东省泰安新泰市迈莱河路北首与莲花路交接处,自然景色变幻无穷，让人心旷神怡,0.7,40,46,117.61301622045745,35.895810235110126
石鼓书院,3A,湖南省衡阳市石鼓区湘江北路,帆影点点，渔歌唱晚，石鼓江山锦绣华,0.0,18.8,46,112.62087577787274,26.910202130684084
金华动物园,,浙江省金华市婺城区安地镇仙源大道1号,专业性动物园,0.0,67,46,119.65124277101701,28.979379272880774
塔云山,4A,陕西省商洛市镇安县前街100号,远眺，塔云山、舍尸崖、金顶均收眼底,0.0,88,46,109.15915593589057,33.42911013082733
黄仙洞景区,4A,湖北省荆门钟祥市大洪山风景区内,被誉为世界溶洞之一绝,0.8,67.8,46,112.96366557615889,31.419680722180168
八仙山自然保护区,3A,天津市蓟县下营镇小港村南,丛林深谷、玉障清溪、林海波涛，物种丰富,0.72,39,46,117.56304137693145,40.16323657100824
博鳌亚洲论坛成立会址,,海南省琼海市博鳌镇金海岸大道1号,承载着亚洲的文化，也承载着世界的文化,0.76,38,46,110.59298729058115,19.16544405326072
金穗园温泉,3A,福建省厦门市同安区洪塘镇洪塘路398号,独具盛唐新风，是福建第一个火山温泉,0.0,54,46,118.20363093852522,24.720699638496416
重庆天赐华汤森林温泉酒店,,重庆市壁山县温泉路8号（邻近金剑山森林公园）,综合性森林温泉旅游度假中心,0.0,30,46,106.24723760020179,29.585350916954035
惠州富力岭南花园温泉度假山庄,,广东省惠州市永汉镇富力南昆山温泉养生谷1号,"挥别繁忙都市,乐于山林清逸之中",0.0,59.92,46,114.01528537402821,23.587615698082097
丽江九色玫瑰小镇,,云南省丽江市古城区金龙村（丽江三义机场3公里）,由九个民族聚居形成的村落,0.0,70,46,100.22636068862175,26.85150637361325
三峡大坝,,湖北省宜昌市三峡坝区,体验乘坐“水上电梯”的感受,0.0,68,46,110.28561431895433,30.169744699961242
重庆幻太奇海洋世界,,重庆市九龙坡区奥体1号小时代梦想艺术乐园广场穹顶入口,海洋生物、陆地萌宠动物展示、海洋动物表演,0.0,89,46,106.56961042337535,29.585430488915634
棒棰岛,4A,辽宁省大连市中山区迎宾路1号,青松绿树，海滨浴场碧波银浪，金沙闪烁,0.76,28,46,121.7110259657571,38.89528569897004
新泰莲花山,4A,山东省泰安新泰市迈莱河路北首与莲花路交接处,自然景色变幻无穷，让人心旷神怡,0.7,40,46,117.61301622045745,35.895810235110126
安昌古镇,3A,浙江省绍兴市绍兴县,碧水贯街千万居，彩虹跨河十七桥,0.82,25,46,120.57245059655749,29.96878898250541
石鼓书院,3A,湖南省衡阳市石鼓区湘江北路,帆影点点，渔歌唱晚，石鼓江山锦绣华,0.0,18.8,46,112.62087577787274,26.910202130684084
金华动物园,,浙江省金华市婺城区安地镇仙源大道1号,专业性动物园,0.0,67,46,119.65124277101701,28.979379272880774
塔云山,4A,陕西省商洛市镇安县前街100号,远眺，塔云山、舍尸崖、金顶均收眼底,0.0,88,46,109.15915593589057,33.42911013082733
黄仙洞景区,4A,湖北省荆门钟祥市大洪山风景区内,被誉为世界溶洞之一绝,0.8,67.8,46,112.96366557615889,31.419680722180168
八仙山自然保护区,3A,天津市蓟县下营镇小港村南,丛林深谷、玉障清溪、林海波涛，物种丰富,0.72,39,46,117.56304137693145,40.16323657100824
博鳌亚洲论坛成立会址,,海南省琼海市博鳌镇金海岸大道1号,承载着亚洲的文化，也承载着世界的文化,0.76,38,46,110.59298729058115,19.16544405326072
金穗园温泉,3A,福建省厦门市同安区洪塘镇洪塘路398号,独具盛唐新风，是福建第一个火山温泉,0.0,54,46,118.20363093852522,24.720699638496416
重庆天赐华汤森林温泉酒店,,重庆市壁山县温泉路8号（邻近金剑山森林公园）,综合性森林温泉旅游度假中心,0.0,30,46,106.24723760020179,29.585350916954035
惠州富力岭南花园温泉度假山庄,,广东省惠州市永汉镇富力南昆山温泉养生谷1号,"挥别繁忙都市,乐于山林清逸之中",0.0,59.92,46,114.01528537402821,23.587615698082097
丽江九色玫瑰小镇,,云南省丽江市古城区金龙村（丽江三义机场3公里）,由九个民族聚居形成的村落,0.0,70,46,100.22636068862175,26.85150637361325
三峡大坝,,湖北省宜昌市三峡坝区,体验乘坐“水上电梯”的感受,0.0,68,46,110.28561431895433,30.169744699961242
重庆幻太奇海洋世界,,重庆市九龙坡区奥体1号小时代梦想艺术乐园广场穹顶入口,海洋生物、陆地萌宠动物展示、海洋动物表演,0.0,89,46,106.56961042337535,29.585430488915634
棒棰岛,4A,辽宁省大连市中山区迎宾路1号,青松绿树，海滨浴场碧波银浪，金沙闪烁,0.76,28,46,121.7110259657571,38.89528569897004
新泰莲花山,4A,山东省泰安新泰市迈莱河路北首与莲花路交接处,自然景色变幻无穷，让人心旷神怡,0.7,40,46,117.61301622045745,35.895810235110126
安昌古镇,3A,浙江省绍兴市绍兴县,碧水贯街千万居，彩虹跨河十七桥,0.82,25,46,120.57245059655749,29.96878898250541
石鼓书院,3A,湖南省衡阳市石鼓区湘江北路,帆影点点，渔歌唱晚，石鼓江山锦绣华,0.0,18.8,46,112.62087577787274,26.910202130684084
金华动物园,,浙江省金华市婺城区安地镇仙源大道1号,专业性动物园,0.0,67,46,119.65124277101701,28.979379272880774
塔云山,4A,陕西省商洛市镇安县前街100号,远眺，塔云山、舍尸崖、金顶均收眼底,0.0,88,46,109.15915593589057,33.42911013082733
黄仙洞景区,4A,湖北省荆门钟祥市大洪山风景区内,被誉为世界溶洞之一绝,0.8,67.8,46,112.96366557615889,31.419680722180168
八仙山自然保护区,3A,天津市蓟县下营镇小港村南,丛林深谷、玉障清溪、林海波涛，物种丰富,0.72,39,46,117.56304137693145,40.16323657100824
博鳌亚洲论坛成立会址,,海南省琼海市博鳌镇金海岸大道1号,承载着亚洲的文化，也承载着世界的文化,0.76,38,46,110.59298729058115,19.16544405326072
金穗园温泉,3A,福建省厦门市同安区洪塘镇洪塘路398号,独具盛唐新风，是福建第一个火山温泉,0.0,54,46,118.20363093852522,24.720699638496416
重庆天赐华汤森林温泉酒店,,重庆市壁山县温泉路8号（邻近金剑山森林公园）,综合性森林温泉旅游度假中心,0.0,30,46,106.24723760020179,29.585350916954035
惠州富力岭南花园温泉度假山庄,,广东省惠州市永汉镇富力南昆山温泉养生谷1号,"挥别繁忙都市,乐于山林清逸之中",0.0,59.92,46,114.01528537402821,23.587615698082097
丽江九色玫瑰小镇,,云南省丽江市古城区金龙村（丽江三义机场3公里）,由九个民族聚居形成的村落,0.0,70,46,100.22636068862175,26.85150637361325
三峡大坝,,湖北省宜昌市三峡坝区,体验乘坐“水上电梯”的感受,0.0,68,46,110.28561431895433,30.169744699961242
重庆幻太奇海洋世界,,重庆市九龙坡区奥体1号小时代梦想艺术乐园广场穹顶入口,海洋生物、陆地萌宠动物展示、海洋动物表演,0.0,89,46,106.56961042337535,29.585430488915634
棒棰岛,4A,辽宁省大连市中山区迎宾路1号,青松绿树，海滨浴场碧波银浪，金沙闪烁,0.76,28,46,121.7110259657571,38.89528569897004
新泰莲花山,4A,山东省泰安新泰市迈莱河路北首与莲花路交接处,自然景色变幻无穷，让人心旷神怡,0.7,40,46,117.61301622045745,35.895810235110126
安昌古镇,3A,浙江省绍兴市绍兴县,碧水贯街千万居，彩虹跨河十七桥,0.82,25,46,120.57245059655749,29.96878898250541
石鼓书院,3A,湖南省衡阳市石鼓区湘江北路,帆影点点，渔歌唱晚，石鼓江山锦绣华,0.0,18.8,46,112.62087577787274,26.910202130684084
金华动物园,,浙江省金华市婺城区安地镇仙源大道1号,专业性动物园,0.0,67,46,119.65124277101701,28.979379272880774
塔云山,4A,陕西省商洛市镇安县前街100号,远眺，塔云山、舍尸崖、金顶均收眼底,0.0,88,46,109.15915593589057,33.42911013082733
黄仙洞景区,4A,湖北省荆门钟祥市大洪山风景区内,被誉为世界溶洞之一绝,0.8,67.8,46,112.96366557615889,31.419680722180168
八仙山自然保护区,3A,天津市蓟县下营镇小港村南,丛林深谷、玉障清溪、林海波涛，物种丰富,0.72,39,46,117.56304137693145,40.16323657100824
博鳌亚洲论坛成立会址,,海南省琼海市博鳌镇金海岸大道1号,承载着亚洲的文化，也承载着世界的文化,0.76,38,46,110.59298729058115,19.16544405326072
金穗园温泉,3A,福建省厦门市同安区洪塘镇洪塘路398号,独具盛唐新风，是福建第一个火山温泉,0.0,54,46,118.20363093852522,24.720699638496416
重庆天赐华汤森林温泉酒店,,重庆市壁山县温泉路8号（邻近金剑山森林公园）,综合性森林温泉旅游度假中心,0.0,30,46,106.24723760020179,29.585350916954035
惠州富力岭南花园温泉度假山庄,,广东省惠州市永汉镇富力南昆山温泉养生谷1号,"挥别繁忙都市,乐于山林清逸之中",0.0,59.92,46,114.01528537402821,23.587615698082097
丽江九色玫瑰小镇,,云南省丽江市古城区金龙村（丽江三义机场3公里）,由九个民族聚居形成的村落,0.0,70,46,100.22636068862175,26.85150637361325
三峡大坝,,湖北省宜昌市三峡坝区,体验乘坐“水上电梯”的感受,0.0,68,46,110.28561431895433,30.169744699961242
重庆幻太奇海洋世界,,重庆市九龙坡区奥体1号小时代梦想艺术乐园广场穹顶入口,海洋生物、陆地萌宠动物展示、海洋动物表演,0.0,89,46,106.56961042337535,29.585430488915634
棒棰岛,4A,辽宁省大连市中山区迎宾路1号,青松绿树，海滨浴场碧波银浪，金沙闪烁,0.76,28,46,121.7110259657571,38.89528569897004
新泰莲花山,4A,山东省泰安新泰市迈莱河路北首与莲花路交接处,自然景色变幻无穷，让人心旷神怡,0.7,40,46,117.61301622045745,35.895810235110126
安昌古镇,3A,浙江省绍兴市绍兴县,碧水贯街千万居，彩虹跨河十七桥,0.82,25,46,120.57245059655749,29.96878898250541
石鼓书院,3A,湖南省衡阳市石鼓区湘江北路,帆影点点，渔歌唱晚，石鼓江山锦绣华,0.0,18.8,46,112.62087577787274,26.910202130684084
金华动物园,,浙江省金华市婺城区安地镇仙源大道1号,专业性动物园,0.0,67,46,119.65124277101701,28.979379272880774
塔云山,4A,陕西省商洛市镇安县前街100号,远眺，塔云山、舍尸崖、金顶均收眼底,0.0,88,46,109.15915593589057,33.42911013082733
洈水风景区,3A,湖北省松滋市西南部,融山、水、洞、林、泉于一体,0.7,29.9,46,111.69620454012002,30.105224314496386
防川风景区,4A,吉林省延边州珲春市敬信镇防川村,眼看三疆山川风貌，耳听三国鸡鸣狗吠,0.7,70,46,130.4837996167581,42.65245907374905
博鳌亚洲论坛成立会址,,海南省琼海市博鳌镇金海岸大道1号,承载着亚洲的文化，也承载着世界的文化,0.76,38,46,110.59298729058115,19.16544405326072
金穗园温泉,3A,福建省厦门市同安区洪塘镇洪塘路398号,独具盛唐新风，是福建第一个火山温泉,0.0,54,46,118.20363093852522,24.720699638496416
重庆天赐华汤森林温泉酒店,,重庆市壁山县温泉路8号（邻近金剑山森林公园）,综合性森林温泉旅游度假中心,0.0,30,46,106.24723760020179,29.585350916954035
惠州富力岭南花园温泉度假山庄,,广东省惠州市永汉镇富力南昆山温泉养生谷1号,"挥别繁忙都市,乐于山林清逸之中",0.0,59.92,46,114.01528537402821,23.587615698082097
丽江九色玫瑰小镇,,云南省丽江市古城区金龙村（丽江三义机场3公里）,由九个民族聚居形成的村落,0.0,70,46,100.22636068862175,26.85150637361325
三峡大坝,,湖北省宜昌市三峡坝区,体验乘坐“水上电梯”的感受,0.0,68,46,110.28561431895433,30.169744699961242
重庆幻太奇海洋世界,,重庆市九龙坡区奥体1号小时代梦想艺术乐园广场穹顶入口,海洋生物、陆地萌宠动物展示、海洋动物表演,0.0,89,46,106.56961042337535,29.585430488915634
安昌古镇,3A,浙江省绍兴市绍兴县,碧水贯街千万居，彩虹跨河十七桥,0.82,25,46,120.57245059655749,29.96878898250541
棒棰岛,4A,辽宁省大连市中山区迎宾路1号,青松绿树，海滨浴场碧波银浪，金沙闪烁,0.76,28,46,121.7110259657571,38.89528569897004
新泰莲花山,4A,山东省泰安新泰市迈莱河路北首与莲花路交接处,自然景色变幻无穷，让人心旷神怡,0.7,40,46,117.61301622045745,35.895810235110126
石鼓书院,3A,湖南省衡阳市石鼓区湘江北路,帆影点点，渔歌唱晚，石鼓江山锦绣华,0.0,18.8,46,112.62087577787274,26.910202130684084
